System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Enanicho
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Pallade ou Jérôme
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Abraham de Nathpar
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Zacharie le Rhéteur
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Élie
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Élie de Qartamin
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean bar Aphtonya
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Denha de Tagrit
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Paul
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Sévère d’Antioche, Jacques d’Édesse
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Ichaï
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean Psaltès, Jacques d’Édesse
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean Psaltès
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Saliba de Mansourya
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Cyriaque d’Amid
